Data Source,,,,,,,,,
St. Lucia,9110.75181022028,9231.57625405725,9542.71357425779,10007.1445097875,10290.3715682224,10574.3865772889,11270.4747103578,11563.8304251364,11773.4274818992
Latin America & Caribbean,10306.4306556861,10311.907062618,10450.9409414168,10539.3744128198,8723.13545715196,8421.1480767647,9255.8059757905,8977.99255312428,8772.56219413791
Least developed countries: UN classification,937.58335831181,956.476889820784,1009.86147968941,1062.53117606359,1002.97034163501,1022.79276254968,1115.00297226396,1066.10618346362,1098.25615521298
Low income,822.329813582196,759.425948586411,755.011285634316,793.57205314092,774.247647363644,747.318624189088,804.873520475631,662.855806935501,686.222679079934
Liechtenstein,158603.608966707,149461.78557146,173659.411799089,179467.516166777,167809.269874833,165845.995200652,170875.682067431,175286.679024684,167259.160311816
Sri Lanka,3248.0402104632,3351.89247576451,3643.83244664348,3885.62361617465,3990.35311739446,4107.82977539914,4388.20190593728,4360.58473469252,4082.69404871533
Lower middle income,1912.06582563075,1982.96448285105,1991.8131752002,2062.51992003302,1979.55537109609,2037.7253258969,2159.48628984457,2179.9540622554,2238.51882000162
Low & middle income,4148.79923162517,4355.4822148809,4547.87982427936,4640.41499315618,4342.59521272138,4320.05019272912,4688.84021819147,4908.17192101564,4966.26046019449
Lesotho,1265.85794508512,1205.85998481002,1141.3609231718,1165.05065002416,1113.83683453612,994.239764062067,1062.4561920176,1162.97885412072,1061.22335618067
Late-demographic dividend,7525.55031818704,7991.47128109334,8544.80177486848,8812.62863347942,8213.98043073017,8182.34473545212,9022.30188954083,9840.39463120476,9979.38342083542
Lithuania,14376.9478643932,14367.709424872,15729.6524666512,16551.018202078,14263.9645773495,15008.3132445526,16885.4073948373,19186.359591641,19615.5491450175
Luxembourg,119025.057203467,112584.676270958,120000.140729859,123678.702143275,105462.012584423,106899.293549552,110193.213797228,116786.511654677,112726.439672814
Latvia,13338.9622350852,13847.3379393194,15007.4918561719,15742.3913381908,13786.4567953114,14331.7515885049,15695.1151541059,17865.0310947642,17883.3494113217
"Macao SAR, China",64528.3628232928,74111.6011863847,86853.4770469877,90873.6024865671,73220.6355551661,71919.054918813,78896.2747485132,84779.4536941057,82998.6361006441
St. Martin (French part),21344.5873046446,,,21920.0237806503,,,,,19691.6167115689
Morocco,3302.453125,3164.00463867188,3377.6435546875,3430.53442382813,3139.22827148438,3132.9521484375,3288.50268554688,3492.67260742188,3498.58276367188
Monaco,179369.268180394,165497.097810044,185055.517569114,195772.724261668,170338.680381498,174412.494536127,173611.687859934,193968.090133158,199382.838585354
Moldova,2941.36224066021,3044.8084324815,3321.04397795719,3289.16784588695,2749.91303825395,2847.63506882245,3454.95469039113,4156.95750022299,4404.95042249597
Madagascar,516.902539255093,504.173737710132,526.688019635403,517.136183122584,455.63803458407,464.61615837171,503.498058680237,512.543991506858,512.27966560241
Maldives,7409.33190310175,7447.41560461439,8222.55803576643,8872.128379429,9480.43151420101,9708.14134750478,10194.7461477043,11034.7235971635,11349.8592642235
Middle East & North Africa,8320.32301974344,8794.72980291862,8471.77558646281,8345.5669038835,7217.65162423909,7158.04976907986,7337.21354907065,7565.28163434021,7444.85563432703
Mexico,10766.6099388208,10842.7330888296,11317.4910611485,11490.0216901556,10098.1731805195,9152.73722334937,9693.33009125499,10130.3206984553,10434.5783651735
Marshall Islands,3238.88731570104,3445.31540332931,3611.69964168874,3672.68093377497,3703.64905889496,4153.11717602268,4507.622862229,4771.35920442167,5186.83384237084
Middle income,4478.61465383596,4716.81253147002,4933.77152428747,5036.88597556996,4715.50544348268,4698.95569942803,5107.25027858374,5372.26890802441,5442.66229375372
North Macedonia,5098.09470097215,4728.31307850676,5241.05360094583,5495.73138040533,4861.55615984223,5149.58676436907,5450.49706853299,6108.73917044261,6070.38805358275
Mali,810.182556036129,753.392137501905,778.797052798816,818.430341392215,723.504204947663,750.051809102295,795.682801553765,856.356596550603,840.175746366299
Malta,23155.103527089,22526.5370208632,24769.5962287121,26753.2733830814,24921.7141769982,25623.9416320597,28813.1853396512,31785.8848300917,31727.0070746362
Myanmar,1204.49647224228,1193.54764896001,1189.96476533347,1281.43871813127,1159.34020074533,1218.21703407842,1263.28526342903,1288.41808699092,1415.37967619462
Middle East & North Africa (excluding high income),4678.50403740504,4953.99147009035,4470.1399558356,4317.81330383344,3805.67993810676,3832.82048511992,3771.39883274438,3518.88605312826,3475.85842872456
Montenegro,7328.78943085498,6586.39970256684,7188.86361611271,7387.87296917548,6517.19267514764,7033.43962398373,7803.35824465203,8850.3749248372,8909.6538759126
Mongolia,3793.74365523458,4402.30452266711,4422.30087600131,4211.93943552954,3919.35121343969,3690.75677759847,3708.24822134669,4165.02282101895,4394.94715044543
Northern Mariana Islands,13880.4265041889,14247.7893007888,14806.0067892829,16044.4307312558,17665.1007493109,24054.9156122269,30751.6410731534,25862.7544529262,23687.2718520599
Mozambique,615.278659781153,681.49212857369,681.065114197441,690.443218144276,603.838513777915,435.760991009624,464.294721264472,510.379996498468,512.21576378384
Mauritania,1919.45227079679,1850.38496774479,1929.77563929612,1715.38883792802,1562.72683648828,1579.20071673512,1634.64215833074,1749.95423645373,1800.87518658218
Mauritius,9197.04299089459,9291.23627601053,9764.64413060045,10366.3550754936,9507.87133656424,9965.72531085228,10841.6847754844,11643.4605962124,11403.2527870674
Malawi,769.052599195882,563.061539677727,501.19717297875,534.126977149089,544.276872741836,454.443266065248,500.165547203323,537.932204050438,584.362867276266
Malaysia,10209.3719445027,10601.5104558966,10727.6690215542,11045.5801207599,9699.60046342736,9555.66959336559,9979.70447282371,11073.9789704691,11132.1027429418
North America,50289.0244037158,51881.1708863839,53234.150098465,54714.4709286191,55452.4213839576,56312.4348848537,58423.8858786865,61174.7773442449,63203.3738891388
Namibia,5873.05938103204,6017.17836541483,5463.03136620996,5544.10406844675,4965.67276506551,4614.89207493896,5453.57062341501,5687.38104280011,5126.17614281673
New Caledonia,40697.6528593173,37294.0228471229,38503.2540609118,39675.5664792121,32428.5722348241,32286.9104984753,33876.3290941463,36495.1959423457,34934.5794300065
Niger,507.602495302453,525.047284914011,548.157848842165,560.754475169279,481.111301105002,497.036120831726,514.543398015622,568.599659746618,549.81612778082
Nigeria,2504.87910104512,2728.02278831129,2976.75683168398,3200.95279935925,2679.5542234874,2144.78034442697,1941.87947889475,2125.83449073877,2334.02364318105
Nicaragua,1644.80148124531,1746.42125435257,1794.78918809148,1913.52134831663,2025.32143224265,2079.45102735861,2127.28281786358,1981.85836665362,1905.63832831484
Netherlands,54230.3129029852,50070.1416045904,52198.8975607454,52900.537415323,45193.4032187971,46039.1059284098,48675.2223350213,53044.5324352253,52476.2732533327
Norway,101221.813476644,102175.919298374,103553.840134417,97666.6951838749,74809.9658049898,70867.3609970749,76131.8384032764,82792.8427113304,76430.5889473338
Nepal,791.225576719446,794.092559357612,809.384457749825,827.74470490585,882.307663444541,880.224893639824,1027.96547447264,1161.5343496373,1185.68231817311
Nauru,6328.10267224703,9675.95968504209,8825.97858075408,9063.00223035953,7587.25441038889,8528.63015087044,9361.03739658919,10985.8743965037,10316.5278229326
New Zealand,38387.6270784076,39973.3807587223,42976.6495882584,44572.8987536626,38630.7265886928,40058.1961621466,42910.9728362488,43236.8866923404,42796.4305818389
OECD members,37547.3529335268,37285.5840179767,37546.4785013602,38068.4952667378,35666.4567387794,36115.1930669069,37476.546622471,39416.2426110161,39583.2257001018
Oman,24166.0963053624,24722.6388245874,23563.9405992228,23121.2063768559,18777.4330589162,17082.2061998982,17802.5751178049,19887.5743113149,19132.1522739094
Other small states,14660.1358375011,14987.3072565544,15303.8429454188,15445.7156803132,12502.8728769793,12088.9097712616,12902.1701956534,14076.2635058753,13574.6077874429
Pakistan,1161.04432084751,1236.89276298823,1259.66836828623,1303.18536985282,1421.83527830089,1468.82208238833,1567.6406123353,1620.74259148331,1437.1658330724
Panama,9403.43990821634,10767.2931788172,11932.2862205866,12837.2479584282,13669.5594424097,14382.2323819969,15185.9724813803,16156.0742859681,16472.8317470488
Peru,5826.83230656078,6475.72044267849,6697.18774707052,6614.83081997934,6180.11926810233,6163.86042474328,6676.30879274916,6912.10398761205,6955.88082448096
Philippines,2431.19996066282,2671.77752181561,2847.56794274704,2935.92859830401,2974.29691673713,3038.15203684461,3077.43441889625,3194.67270132209,3413.84904430419
Palau,10795.5646929825,11835.3839295665,12418.8261724235,13580.0067430883,15761.3633809149,16743.376740009,16011.6611537815,16152.3892325347,15738.4670127261
Papua New Guinea,2303.8266113635,2653.09278970276,2578.49864720758,2742.25004998231,2502.07344498028,2332.67588834678,2495.14077312932,2584.32780208122,2593.77555393227
Poland,13776.3883624327,13010.7555868425,13558.3411314221,14181.9486817352,12560.051419682,12378.8117641782,13815.4999463758,15504.5089370714,15700.0135796738
Pre-demographic dividend,1626.63285674064,1715.30266236896,1820.01634433481,1877.25470661257,1563.46933235924,1388.67825973899,1438.13131092546,1452.89996730644,1489.89883027873
Puerto Rico,27278.8830499205,27944.7338937424,28513.1657351067,28981.4573305866,29763.4883013861,30627.1634017011,31108.7527508912,31615.0667918433,32916.866800639
"Korea, Dem. People's Rep.",,,,,,,,,
Portugal,23217.2954965207,20563.7136012629,21653.1959752225,22103.7009703321,19250.1065376852,19991.9724878805,21490.429863104,23562.5545228191,23330.817288932
Paraguay,5776.2818479967,5617.10491786787,6410.81470278733,6629.41699277341,5861.40189546648,5759.04219789251,6136.0583014952,6242.96145417898,5807.83879407975
West Bank and Gaza,2880.79843707909,3067.43872735614,3315.29753909282,3352.11259506043,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011
Pacific island small states,3324.39545656406,3484.17405576986,3582.87827915284,3851.25133939411,3723.87511414044,3866.86186006748,4128.66101841916,4288.22621835563,4222.88212863928
Post-demographic dividend,42530.7837380014,42291.0784976285,42523.7433817556,43170.2952375523,40636.3472020662,41363.385868283,42968.2895266901,45382.7639530052,45700.0608043909
French Polynesia,21747.9888416729,19864.5356998373,20941.5173404574,21223.0754876891,18252.5142032094,18726.6394704764,19743.9590211525,20614.8943681731,20093.2085805567
Qatar,92992.9971307452,98041.3622380894,97630.8255152088,93126.1494633822,66984.9102002396,58467.2355711087,59407.6980498883,66264.081168209,62827.3969543275
Romania,9560.15942530942,8930.72991164974,9497.20647561211,10031.3421526698,8976.9544892648,9404.38125929526,10727.9708633184,12494.4235789649,12957.9991142218
Russian Federation,14311.064453125,15420.859375,15974.6220703125,14095.646484375,9313.021484375,8704.89453125,10720.33203125,11287.3544921875,11536.2587890625
Rwanda,650.991484187704,706.202003531135,704.485625539362,724.792350347061,733.887472832132,728.869618913457,756.547641107379,768.943661203909,806.100820273159
South Asia,1361.48306716102,1362.3317737149,1380.00341254718,1490.71774949595,1539.4706005076,1675.43875197015,1887.89056136563,1920.14005541373,1965.09423623942
Saudi Arabia,22441.571143891,24069.2033148131,23945.5123106892,23862.8011860096,20442.3660631613,19930.407543816,20910.4829617971,24175.5833140113,23405.7060995766
Sudan,1982.81616210938,1797.40087890625,1834.56103515625,2076.0009765625,2226.40942382813,2614.29443359375,3188.76928710938,769.869140625,748.010925292969
Senegal,1383.53911649626,1334.72591526235,1391.5321896037,1417.094987474,1238.12639978389,1290.74997126951,1385.1992136057,1484.22707035644,1462.67835252138
Singapore,53891.4570264372,55547.5553077786,56967.4257940383,57564.8023114977,55645.6068614606,56895.6583127851,61164.8973569773,66836.521995236,66070.4868123062
Solomon Islands,1921.35635220457,2087.51788731499,2208.0852835112,2235.7337028278,2134.80541826155,2196.28389055503,2283.57905127379,2450.4828877801,2398.77305007963
Sierra Leone,443.451842171273,558.179723315125,706.452681507398,702.338587730146,581.293411814954,515.447839602837,484.456128767591,519.649963861622,506.606913779078
El Salvador,3304.97418347889,3471.05126865498,3555.16209958481,3638.51765819162,3761.51368000275,3870.31298246063,3986.04901435439,4145.86235103186,4280.28840404719
San Marino,55815.2852611454,48433.5702995685,50435.3673298211,50133.6065243359,42281.8112549264,43398.4285257227,44885.517837773,48464.5246477919,47287.3983948633
Somalia,,,454.077264239123,491.189804120376,507.482915466996,517.09758150565,555.185123613189,537.15929021041,589.465891901577
Serbia,6809.15980400146,6015.94522756969,6755.07367461629,6600.05621129155,5588.9794435877,5765.20335248009,6292.5465490011,7252.40366767165,7417.20660836868
Sub-Saharan Africa (excluding high income),1827.41181828894,1847.05104447357,1904.81902023681,1936.09169028439,1685.87762138125,1525.6890557515,1609.80618677888,1628.7465208518,1629.98722074952
South Sudan,1455.35840718862,1114.92372260191,1659.14078728478,1245.14931107226,1071.77776475545,,,,
Sub-Saharan Africa,1828.40597200384,1848.04774820992,1906.02683366202,1937.32519909579,1687.10091516037,1526.95769331624,1611.0990750748,1630.05597191173,1631.31214101577
Small states,13029.2633846469,13391.8281310951,13668.0873540821,13841.6816408484,11588.2234057817,11169.7393118569,11864.8222319502,12823.5400176657,12448.873754335
Sao Tome and Principe,1217.21206404444,1207.70070239994,1378.23019340903,1484.17010509944,1292.73305546523,1428.25790783907,1547.82270967205,1815.60549545058,1924.40814952173
Suriname,8009.25230244723,8922.95618613502,9124.54109297075,9199.17789329145,8907.83725830091,5705.39948731743,6112.88301430134,6730.83696146221,6690.04478601228
Slovak Republic,18509.7402157541,17498.3539002594,18276.0095516546,18719.9881409371,16390.8821748507,16563.4404971229,17585.197002257,19486.3936845505,19381.8905468746
Slovenia,25128.0150431304,22641.805122503,23503.2824850255,24247.1733184083,20890.1664304173,21678.3594670629,23514.0254604147,26123.7471277911,26042.4463468032
Sweden,60755.7595508465,58037.8213192173,61126.9431963979,60020.3604576572,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291
Eswatini,4360.95996745324,4396.57912043588,4111.12838248065,3928.5227551684,3583.31129031343,3339.99040122187,3824.04678338499,4021.4455564534,3818.54048403065
Sint Maarten (Dutch part),27997.2898302635,28460.3326151186,27942.8805401415,36136.699503894,36519.9925867513,35703.0999494536,33351.7065470628,30791.0610758219,33836.7733501056
Seychelles,12113.881722186,12342.5102824514,14729.6266228185,15188.1746751096,14894.4857827096,15409.8046337211,15961.2436308497,16411.9211174277,16851.1197648771
Syrian Arab Republic,2971.2824553193,1910.60453942683,993.739882507097,1071.23420385272,857.497867137736,664.341672388301,862.319063332871,1111.87209187084,1124.52055370091
Turks and Caicos Islands,23649.7144340602,22666.4069075154,22451.5687325118,24040.8746605688,25783.2941047676,26995.0321602259,25659.1958638691,26831.9714609396,27795.1485608171
Chad,988.194160047305,969.616142771586,980.083544373007,1017.78776208855,774.411603124119,691.980077427731,662.897472963315,720.265101427085,701.621201027424
East Asia & Pacific (IDA & IBRD countries),4919.0387417119,5437.5488437164,5948.3195380373,6363.06807096175,6572.91516798637,6666.24826218499,7231.04313773664,8033.19132537236,8262.81155944634
Europe & Central Asia (IDA & IBRD countries),10026.1688630399,10423.4725733446,10974.0841747303,10318.1638400563,8020.64599297702,7670.48288897069,8565.50796082823,8897.54080256115,9039.80027971004
Togo,803.482396552842,781.554340476871,847.387500434413,877.192472988119,770.143379256632,792.440550873266,813.395006476051,873.554887235302,848.304534594506
Thailand,5396.64358573682,5748.63272062158,6041.13394794203,5822.37778295314,5708.79409105798,5854.4639077194,6436.78965986703,7124.55881041403,7628.57603307351
Tajikistan,837.881495181805,959.36021750698,1038.32071676208,1094.43012404185,970.362599665447,801.39383995978,844.36524984854,850.666958175637,889.023371804416
Turkmenistan,5453.15500459414,6441.88661774322,7049.79750519535,7685.50985852327,6208.2966545016,6163.25340597611,6354.53282979422,6721.34954037245,7344.88020350303
Latin America & the Caribbean (IDA & IBRD countries),10246.0299567148,10241.575134544,10377.0116163915,10460.2145883457,8577.4877659067,8258.06618377099,9106.59887343947,8817.70110856844,8593.06130776569
Timor-Leste,936.708967668665,1020.11029502248,1201.60250698417,1221.72396039938,1322.9290943123,1349.54677672507,1285.5239757568,1241.16448533695,1583.07860279061
Middle East & North Africa (IDA & IBRD countries),4698.68537444943,4975.30664077667,4483.24551279585,4328.80741394859,3811.77355416046,3836.32168892036,3773.13676850294,3518.38198932368,3473.74136809808
Tonga,3852.14446192581,4378.57152827537,4208.18789083239,4125.42545363426,4117.93104694205,3978.43768561484,4367.25660339844,4649.61330094975,4878.97868604087
South Asia (IDA & IBRD),1361.48306716102,1362.3317737149,1380.00341254717,1490.71774949595,1539.4706005076,1675.43875197015,1887.89056136563,1920.14005541373,1965.09423623942
Sub-Saharan Africa (IDA & IBRD countries),1828.40597200384,1848.04774820992,1906.02683366202,1937.32519909579,1687.10091516038,1526.95769331624,1611.0990750748,1630.05597191173,1631.31214101577
Trinidad and Tobago,17910.319154168,19110.0538950806,19927.4039046998,20473.404028045,18508.770502876,16139.105257595,16258.7489291438,16328.1268925695,15642.4067190576
Tunisia,4361.94912218432,4233.9162540494,4308.33830494463,4398.63869540854,3960.92484913663,3796.1095999439,3569.71883883673,3577.17534204669,3477.83618091653
Turkiye,11300.7852215681,11713.2849831139,12578.1878632,12165.220135038,11049.9951100942,10970.0458948862,10695.550196231,9568.83618958168,9215.44087472889
Tuvalu,3663.26705522426,3624.98428896036,3536.90150504438,3556.37972786582,3384.38320147639,3836.07300251003,4181.43658600984,4419.25999771152,4940.05098268449
Tanzania,768.933410644531,854.540466308594,954.658813476563,1013.42877197266,929.7998046875,942.889038085938,975.904663085938,1011.60015869141,1050.93176269531
Uganda,837.095884208132,796.711139410077,819.757867338416,897.50972863557,864.180059289672,753.684405508036,766.177604015442,793.128082237434,823.024732902811
Ukraine,3704.84228515625,4004.78979492188,4187.73974609375,3104.65380859375,2124.66259765625,2187.7275390625,2638.32543945313,3096.5625,3661.45776367188
Upper middle income,7182.16017524976,7617.69542237881,8078.03798065752,8239.68433528291,7683.61110791406,7607.59673123082,8352.32602595892,8912.56758144997,9023.20299187992
Uruguay,14975.5628186737,16087.2520777973,18140.8922133059,18131.5788465661,16950.7531694816,16837.9403803049,18995.3970195554,19026.0498173005,18098.361548609
United States,50065.9665041742,51784.4185738837,53291.1276891406,55123.8497869046,56762.7294515989,57866.7449341091,59907.754260885,62823.309438197,65120.3946628653
Uzbekistan,2051.12951516418,2267.62327535512,2419.71874376446,2628.46005444002,2753.97105782901,2704.67718852896,1916.76462520814,1604.25864156544,1795.20176845657
St. Vincent and the Grenadines,6566.482713176,6754.37018395671,7117.55476276649,7210.60311284047,7386.74663845115,7684.79283998852,7996.63698412147,8399.70773102107,8680.25110238522
"Venezuela, RB",10877.1123638816,12937.9275972349,12433.9807853398,15975.7293753361,,,,,
British Virgin Islands,,,,,,,,,
Virgin Islands (U.S.),38997.1373164651,37795.3192590675,34597.9766940328,33045.3643795999,34007.3529411765,35324.9748874586,35365.0693039774,36663.2087550584,38633.5298915336
Viet Nam,1953.55714968747,2190.2324398772,2367.49933068934,2558.77875834959,2595.23484372958,2760.71710111715,2992.07153198845,3267.22506911927,3491.09140990663
Vanuatu,3064.75120066071,2906.34246130818,2877.44452801285,2861.20315425441,2643.8868859095,2757.20330593386,3032.19702965604,3076.8353148388,3076.58988588361
World,10485.4941756506,10587.9371388227,10749.9606700589,10911.1271233098,10168.1245411934,10215.5854364363,10754.9297534287,11297.4524007076,11338.1503188025
Samoa,3789.62699537622,3902.31199231566,3989.89859047662,3948.72802229336,4048.46711296568,4105.8109051951,4261.64034322214,4189.05219052051,4308.3007294066
Kosovo,3540.82278614169,3410.69325464808,3704.5628029766,3902.53084084218,3520.78207462478,3759.47285515454,4009.3538108854,4384.18868045931,4416.02925267842
"Yemen, Rep.",1284.61763539287,1349.99060989449,1497.7479410273,1557.60140563182,1488.41626930017,1069.81699814078,893.716493735327,701.714868602042,693.816504026198
South Africa,8737.04126942435,8173.8691381716,7441.23085399675,6965.1378973693,6204.92990145846,5735.06678717842,6734.47515314548,7067.72416484458,6702.52661666304
Zambia,1644.45683054452,1729.64747097057,1840.32055335789,1724.57621968232,1307.90964916032,1249.92314348406,1495.75213841021,1475.19988338535,1268.12094056241
Zimbabwe,1082.61577325282,1290.19395746702,1408.36781031236,1407.03429109916,1410.32917348908,1421.78779140568,1192.10701198862,2269.17701232332,1421.86859613585
